Frequency,CMD,S11_r,S11_x,S21_r,S21_x,S12_r,S12_x,S22_r,S22_x
1.29E+07,caps hf  6 37 0 32,-0.46133,0.81869,0.177165,0.150492,0.17772,0.150934,-0.687881,0.617013
1.29E+07,caps hf  6 37 0 33,-0.461369,0.81867,0.177327,0.150256,0.177842,0.150683,-0.686206,0.618839
1.29E+07,caps hf  6 37 0 34,-0.461409,0.81865,0.17749,0.150019,0.177963,0.150431,-0.684532,0.620665
1.29E+07,caps hf  6 37 0 35,-0.461448,0.81863,0.177652,0.149782,0.178085,0.15018,-0.682857,0.62249
1.29E+07,caps hf  6 37 0 36,-0.461487,0.81861,0.177815,0.149545,0.178206,0.149928,-0.681182,0.624316
1.29E+07,caps hf  6 37 0 37,-0.461527,0.81859,0.177977,0.149309,0.178328,0.149676,-0.679508,0.626142
1.29E+07,caps hf  6 37 0 38,-0.461566,0.81857,0.17814,0.149072,0.178449,0.149425,-0.677833,0.627967
1.29E+07,caps hf  6 37 0 39,-0.461605,0.81855,0.178302,0.148835,0.178571,0.149173,-0.676158,0.629793
1.29E+07,caps hf  6 37 0 40,-0.461645,0.81853,0.178465,0.148598,0.178692,0.148922,-0.674484,0.631619
1.29E+07,caps hf  6 37 0 41,-0.461684,0.81851,0.178627,0.148362,0.178813,0.14867,-0.672809,0.633444
1.29E+07,caps hf  6 37 0 42,-0.461724,0.81849,0.17879,0.148125,0.178935,0.148418,-0.671135,0.63527
1.29E+07,caps hf  6 37 0 43,-0.461763,0.81847,0.178952,0.147888,0.179056,0.148167,-0.66946,0.637096
1.29E+07,caps hf  6 37 0 44,-0.461802,0.81845,0.179115,0.147651,0.179178,0.147915,-0.667785,0.638921
1.29E+07,caps hf  6 37 0 45,-0.461842,0.818431,0.179277,0.147415,0.179299,0.147664,-0.666111,0.640747
1.29E+07,caps hf  6 37 0 46,-0.461881,0.818411,0.17944,0.147178,0.179421,0.147412,-0.664436,0.642573
1.29E+07,caps hf  6 37 0 47,-0.46192,0.818391,0.179602,0.146941,0.179542,0.14716,-0.662761,0.644398
1.29E+07,caps hf  6 37 0 48,-0.463045,0.818707,0.180385,0.145528,0.180926,0.145755,-0.653536,0.654689
1.29E+07,caps hf  6 37 0 49,-0.463003,0.818693,0.180514,0.145279,0.181027,0.145487,-0.651808,0.656285
1.29E+07,caps hf  6 37 0 50,-0.462962,0.818678,0.180643,0.145031,0.181129,0.145219,-0.650079,0.657881
1.29E+07,caps hf  6 37 0 51,-0.46292,0.818663,0.180772,0.144783,0.18123,0.144951,-0.648351,0.659476
1.29E+07,caps hf  6 37 0 52,-4.63E-01,0.818649,0.180901,0.144534,0.181331,0.144682,-0.646622,0.661072
1.29E+07,caps hf  6 37 0 53,-0.462837,0.818634,0.18103,0.144286,0.181432,0.144414,-0.644893,0.662668
1.29E+07,caps hf  6 37 0 54,-0.462795,0.818619,0.181159,0.144037,0.181533,0.144146,-0.643165,0.664263
1.29E+07,caps hf  6 37 0 55,-0.462753,0.818605,0.181288,0.143789,0.181634,0.143877,-0.641436,0.665859
1.29E+07,caps hf  6 37 0 56,-0.462712,0.81859,0.181417,0.143541,0.181735,0.143609,-0.639708,0.667455
1.29E+07,caps hf  6 37 0 57,-0.46267,0.818576,0.181546,0.143292,0.181837,0.143341,-0.637979,0.669051
1.29E+07,caps hf  6 37 0 58,-0.462629,0.818561,0.181675,0.143044,0.181938,0.143072,-0.636251,0.670646
1.29E+07,caps hf  6 37 0 59,-0.462587,0.818546,0.181804,0.142795,0.182039,0.142804,-0.634522,0.672242
1.29E+07,caps hf  6 37 0 60,-0.462545,0.818532,0.181933,0.142547,0.18214,0.142536,-0.632793,0.673838
1.29E+07,caps hf  6 37 0 61,-0.462504,0.818517,0.182062,0.142299,0.182241,0.142268,-0.631065,0.675434
1.29E+07,caps hf  6 37 0 62,-0.462462,0.818502,0.182191,0.14205,0.182342,0.141999,-0.629336,0.677029
1.29E+07,caps hf  6 37 0 63,-0.46242,0.818488,0.18232,0.141802,0.182443,0.141731,-0.627608,0.678625
1.29E+07,caps hf  6 37 1 0,-0.463186,0.818315,0.182909,0.140111,0.183072,0.140748,-0.620819,0.685761
1.29E+07,caps hf  6 37 1 1,-0.463196,0.818316,0.18304,0.139886,0.183209,0.140491,-0.619136,0.687301
1.29E+07,caps hf  6 37 1 2,-0.463206,0.818316,0.183172,0.139662,0.183346,0.140233,-0.617453,0.68884
1.29E+07,caps hf  6 37 1 3,-0.463216,0.818317,0.183303,0.139437,0.183482,0.139976,-0.615771,0.69038
1.29E+07,caps hf  6 37 1 4,-0.463227,0.818317,0.183434,0.139213,0.183619,0.139719,-0.614088,0.691919
1.29E+07,caps hf  6 37 1 5,-0.463237,0.818318,0.183566,0.138989,0.183756,0.139462,-0.612405,0.693458
1.29E+07,caps hf  6 37 1 6,-0.463247,0.818318,0.183697,0.138764,0.183893,0.139204,-0.610723,0.694998
1.29E+07,caps hf  6 37 1 7,-0.463257,0.818319,0.183828,0.13854,0.18403,0.138947,-0.60904,0.696537
1.29E+07,caps hf  6 37 1 8,-0.463268,0.818319,0.183959,0.138315,0.184167,0.13869,-0.607357,0.698077
1.29E+07,caps hf  6 37 1 9,-0.463278,0.81832,0.184091,0.138091,0.184304,0.138432,-0.605675,0.699616
1.29E+07,caps hf  6 37 1 10,-0.463288,0.81832,0.184222,0.137866,0.184441,0.138175,-0.603992,0.701155
1.29E+07,caps hf  6 37 1 11,-0.463298,0.818321,0.184353,0.137642,0.184578,0.137918,-0.602309,0.702695
1.29E+07,caps hf  6 37 1 12,-0.463309,0.818321,0.184484,0.137417,0.184715,0.13766,-0.600627,0.704234
1.29E+07,caps hf  6 37 1 13,-0.463319,0.818322,0.184616,0.137193,0.184851,0.137403,-0.598944,0.705774
1.29E+07,caps hf  6 37 1 14,-0.463329,0.818323,0.184747,0.136968,0.184988,0.137146,-0.597261,0.707313
1.29E+07,caps hf  6 37 1 15,-0.463339,0.818323,0.184878,0.136744,0.185125,0.136889,-0.595579,0.708852
1.29E+07,caps hf  6 37 1 16,-0.463659,0.817967,0.185008,0.13509,0.185689,0.135228,-0.585844,0.716605
1.29E+07,caps hf  6 37 1 17,-0.463676,0.818047,0.185139,0.134866,0.185773,0.134977,-0.584171,0.717931
1.29E+07,caps hf  6 37 1 18,-0.463694,0.818126,0.18527,0.134642,0.185858,0.134726,-0.582497,0.719257
1.29E+07,caps hf  6 37 1 19,-0.463711,0.818206,0.185401,0.134418,0.185942,0.134475,-0.580823,0.720583
1.29E+07,caps hf  6 37 1 20,-0.463729,0.818285,0.185532,0.134194,0.186027,0.134224,-0.579149,0.721909
1.29E+07,caps hf  6 37 1 21,-0.463746,0.818365,0.185664,0.13397,0.186111,0.133973,-0.577476,0.723235
1.29E+07,caps hf  6 37 1 22,-0.463764,0.818444,0.185795,0.133746,0.186196,0.133722,-0.575802,0.72456
1.29E+07,caps hf  6 37 1 23,-0.463781,0.818524,0.185926,0.133523,0.18628,0.133471,-0.574128,0.725886
1.29E+07,caps hf  6 37 1 24,-0.463799,0.818603,0.186057,0.133299,0.186365,0.133219,-0.572455,0.727212
1.29E+07,caps hf  6 37 1 25,-0.463816,0.818683,0.186188,0.133075,0.18645,0.132968,-0.570781,0.728538
1.29E+07,caps hf  6 37 1 26,-0.463834,0.818762,0.186319,0.132851,0.186534,0.132717,-0.569107,0.729864
1.29E+07,caps hf  6 37 1 27,-0.463851,0.818842,0.18645,0.132627,0.186619,0.132466,-0.567434,0.731189
1.29E+07,caps hf  6 37 1 28,-0.463869,0.818921,0.186581,0.132403,0.186703,0.132215,-0.56576,0.732515
1.29E+07,caps hf  6 37 1 29,-0.463886,0.819001,0.186712,0.132179,0.186788,0.131964,-0.564086,0.733841
1.29E+07,caps hf  6 37 1 30,-0.463904,0.81908,0.186844,0.131955,0.186872,0.131713,-0.562413,0.735167
1.29E+07,caps hf  6 37 1 31,-0.463921,0.819159,0.186975,0.131732,0.186957,0.131462,-0.560739,0.736493
1.29E+07,caps hf  6 37 1 32,-0.464467,0.818385,0.187697,0.12975,0.18777,0.129792,-0.547944,0.74767
1.29E+07,caps hf  6 37 1 33,-0.464504,0.818389,0.187779,0.129522,0.187867,0.129573,-0.546264,0.748807
1.29E+07,caps hf  6 37 1 34,-0.464541,0.818394,0.18786,0.129294,0.187964,0.129354,-0.544585,0.749944
1.29E+07,caps hf  6 37 1 35,-0.464578,0.818398,0.187942,0.129065,0.188061,0.129136,-0.542906,0.751081
1.29E+07,caps hf  6 37 1 36,-0.464615,0.818402,0.188024,0.128837,0.188158,0.128917,-0.541226,0.752219
1.29E+07,caps hf  6 37 1 37,-0.464652,0.818406,0.188105,0.128609,0.188255,0.128698,-0.539547,0.753356
1.29E+07,caps hf  6 37 1 38,-0.464689,0.81841,0.188187,0.128381,0.188351,0.12848,-0.537867,0.754493
1.29E+07,caps hf  6 37 1 39,-4.65E-01,0.818414,0.188268,0.128152,0.188448,0.128261,-0.536188,0.75563
1.29E+07,caps hf  6 37 1 40,-0.464764,0.818419,0.18835,0.127924,0.188545,0.128043,-0.534508,0.756768
1.29E+07,caps hf  6 37 1 41,-0.464801,0.818423,0.188432,0.127696,0.188642,0.127824,-0.532829,0.757905
1.29E+07,caps hf  6 37 1 42,-0.464838,0.818427,0.188513,0.127468,0.188739,0.127605,-0.531149,0.759042
1.29E+07,caps hf  6 37 1 43,-0.464875,0.818431,0.188595,0.127239,0.188836,0.127387,-0.52947,0.760179
1.29E+07,caps hf  6 37 1 44,-0.464912,0.818435,0.188677,0.127011,0.188932,0.127168,-0.527791,0.761317
1.29E+07,caps hf  6 37 1 45,-0.464949,0.818439,0.188758,0.126783,0.189029,0.126949,-0.526111,0.762454
1.29E+07,caps hf  6 37 1 46,-0.464986,0.818444,0.18884,0.126555,0.189126,0.126731,-0.524432,0.763591
1.29E+07,caps hf  6 37 1 47,-0.465023,0.818448,0.188922,0.126326,0.189223,0.126512,-0.522752,0.764728
1.29E+07,caps hf  6 37 1 48,-0.465297,0.818527,0.189424,0.124797,0.189358,0.125178,-0.514036,0.771737
1.29E+07,caps hf  6 37 1 49,-0.465297,0.818537,0.189502,0.124572,0.189419,0.124943,-0.512353,0.772756
1.29E+07,caps hf  6 37 1 50,-0.465297,0.818547,0.189579,0.124347,0.18948,0.124708,-0.510669,0.773776
1.29E+07,caps hf  6 37 1 51,-0.465297,0.818556,0.189656,0.124122,0.189542,0.124473,-0.508985,0.774795
1.29E+07,caps hf  6 37 1 52,-0.465297,0.818566,0.189733,0.123897,0.189603,0.124237,-0.507302,0.775814
1.29E+07,caps hf  6 37 1 53,-0.465297,0.818575,0.189811,0.123671,0.189664,0.124002,-0.505618,0.776834
1.29E+07,caps hf  6 37 1 54,-0.465297,0.818585,0.189888,0.123446,0.189725,0.123767,-0.503934,0.777853
1.29E+07,caps hf  6 37 1 55,-0.465297,0.818595,0.189965,0.123221,0.189787,0.123531,-0.502251,0.778872
1.29E+07,caps hf  6 37 1 56,-0.465297,0.818604,0.190043,0.122996,0.189848,0.123296,-0.500567,0.779891
1.29E+07,caps hf  6 37 1 57,-0.465297,0.818614,0.19012,0.12277,0.189909,0.123061,-0.498883,0.780911
1.29E+07,caps hf  6 37 1 58,-0.465297,0.818623,0.190197,0.122545,0.18997,0.122826,-0.4972,0.78193
1.29E+07,caps hf  6 37 1 59,-0.465297,0.818633,0.190274,0.12232,0.190032,0.12259,-0.495516,0.782949
1.29E+07,caps hf  6 37 1 60,-0.465297,0.818643,0.190352,0.122095,0.190093,0.122355,-0.493832,0.783968
1.29E+07,caps hf  6 37 1 61,-0.465298,0.818652,0.190429,0.121869,0.190154,0.12212,-0.492149,0.784988
1.29E+07,caps hf  6 37 1 62,-0.465298,0.818662,0.190506,0.121644,0.190215,0.121885,-0.490465,0.786007
1.29E+07,caps hf  6 37 1 63,-0.465298,0.818671,0.190584,0.121419,0.190277,0.121649,-0.488781,0.787026
1.29E+07,caps hf  6 37 2 0,-0.466109,0.818948,0.190864,0.119643,0.190879,0.120212,-0.478815,0.794224
1.29E+07,caps hf  6 37 2 1,-0.466095,0.818925,0.19092,0.119447,0.190953,0.119987,-0.477204,0.795202
1.29E+07,caps hf  6 37 2 2,-0.466082,0.818902,0.190976,0.119251,0.191027,0.119761,-0.475593,0.79618
1.29E+07,caps hf  6 37 2 3,-0.466068,0.81888,0.191033,0.119055,0.191102,0.119536,-0.473981,0.797157
1.29E+07,caps hf  6 37 2 4,-0.466055,0.818857,0.191089,0.118859,0.191176,0.119311,-0.47237,0.798135
1.29E+07,caps hf  6 37 2 5,-0.466041,0.818834,0.191145,0.118663,0.19125,0.119086,-0.470759,0.799113
1.29E+07,caps hf  6 37 2 6,-0.466028,0.818812,0.191201,0.118467,0.191324,0.118861,-0.469148,0.800091
1.29E+07,caps hf  6 37 2 7,-0.466014,0.818789,0.191257,0.118271,0.191398,0.118636,-0.467536,0.801069
1.29E+07,caps hf  6 37 2 8,-0.466,0.818766,0.191313,0.118075,0.191472,0.118411,-0.465925,0.802046
1.29E+07,caps hf  6 37 2 9,-0.465987,0.818744,0.19137,0.117878,0.191546,0.118186,-0.464314,0.803024
1.29E+07,caps hf  6 37 2 10,-0.465973,0.818721,0.191426,0.117682,0.19162,0.117961,-0.462703,0.804002
1.29E+07,caps hf  6 37 2 11,-0.46596,0.818698,0.191482,0.117486,0.191694,0.117735,-0.461091,0.80498
1.29E+07,caps hf  6 37 2 12,-0.465946,0.818676,0.191538,0.11729,0.191768,0.11751,-0.45948,0.805958
1.29E+07,caps hf  6 37 2 13,-0.465933,0.818653,0.191594,0.117094,0.191842,0.117285,-0.457869,0.806935
1.29E+07,caps hf  6 37 2 14,-0.465919,0.81863,0.19165,0.116898,0.191916,0.11706,-0.456258,0.807913
1.29E+07,caps hf  6 37 2 15,-0.465906,0.818608,0.191706,0.116702,0.19199,0.116835,-0.454646,0.808891
1.29E+07,caps hf  6 37 2 16,-0.466504,0.81825,0.192168,0.11522,0.19174,0.115674,-0.44587,0.814077
1.29E+07,caps hf  6 37 2 17,-0.466527,0.818288,0.192186,0.115005,0.191799,0.115446,-0.444311,0.814914
1.29E+07,caps hf  6 37 2 18,-0.466549,0.818327,0.192205,0.114791,0.191858,0.115219,-0.442753,0.81575
1.29E+07,caps hf  6 37 2 19,-0.466572,0.818366,0.192223,0.114577,0.191917,0.114992,-0.441194,0.816587
1.29E+07,caps hf  6 37 2 20,-0.466595,0.818405,0.192241,0.114363,0.191977,0.114765,-0.439635,0.817423
1.29E+07,caps hf  6 37 2 21,-0.466618,0.818444,0.19226,0.114149,0.192036,0.114537,-0.438076,0.818259
1.29E+07,caps hf  6 37 2 22,-0.466641,0.818483,0.192278,0.113935,0.192095,0.11431,-0.436518,0.819096
1.29E+07,caps hf  6 37 2 23,-0.466664,0.818522,0.192296,0.11372,0.192154,0.114083,-0.434959,0.819932
1.29E+07,caps hf  6 37 2 24,-0.466687,0.818561,0.192315,0.113506,0.192213,0.113856,-0.4334,0.820769
1.29E+07,caps hf  6 37 2 25,-0.46671,0.8186,0.192333,0.113292,0.192272,0.113629,-0.431842,0.821605
1.29E+07,caps hf  6 37 2 26,-0.466732,0.818639,0.192351,0.113078,0.192331,0.113401,-0.430283,0.822441
1.29E+07,caps hf  6 37 2 27,-0.466755,0.818678,0.19237,0.112864,0.19239,0.113174,-0.428724,0.823278
1.29E+07,caps hf  6 37 2 28,-0.466778,0.818717,0.192388,0.11265,0.192449,0.112947,-0.427165,0.824114
1.29E+07,caps hf  6 37 2 29,-0.466801,0.818756,0.192406,0.112435,0.192509,0.11272,-0.425607,0.824951
1.29E+07,caps hf  6 37 2 30,-0.466824,0.818795,0.192425,0.112221,0.192568,0.112492,-0.424048,0.825787
1.29E+07,caps hf  6 37 2 31,-0.466847,0.818834,0.192443,0.112007,0.192627,0.112265,-0.422489,0.826623
1.29E+07,caps hf  6 37 2 32,-0.467062,0.818171,0.192707,0.110651,0.193373,0.110853,-0.410625,0.832662
1.29E+07,caps hf  6 37 2 33,-0.467102,0.818224,0.192755,0.110449,0.193395,0.110651,-0.409083,0.833453
1.29E+07,caps hf  6 37 2 34,-0.467143,0.818277,0.192804,0.110246,0.193416,0.110448,-0.407541,0.834244
1.29E+07,caps hf  6 37 2 35,-0.467183,0.81833,0.192853,0.110044,0.193438,0.110245,-0.405999,0.835034
1.29E+07,caps hf  6 37 2 36,-0.467223,0.818383,0.192901,0.109842,0.19346,0.110042,-0.404458,0.835825
1.29E+07,caps hf  6 37 2 37,-0.467263,0.818436,0.19295,0.10964,0.193482,0.109839,-0.402916,0.836616
1.29E+07,caps hf  6 37 2 38,-0.467303,0.818489,0.192999,0.109438,0.193504,0.109637,-0.401374,0.837407
1.29E+07,caps hf  6 37 2 39,-0.467344,0.818541,0.193047,0.109236,0.193526,0.109434,-0.399832,0.838197
1.29E+07,caps hf  6 37 2 40,-0.467384,0.818594,0.193096,0.109033,0.193548,0.109231,-0.39829,0.838988
1.29E+07,caps hf  6 37 2 41,-0.467424,0.818647,0.193144,0.108831,0.193569,0.109028,-0.396749,0.839779
1.29E+07,caps hf  6 37 2 42,-0.467464,0.8187,0.193193,0.108629,0.193591,0.108825,-0.395207,0.84057
1.29E+07,caps hf  6 37 2 43,-0.467504,0.818753,0.193242,0.108427,0.193613,0.108623,-0.393665,0.84136
1.29E+07,caps hf  6 37 2 44,-0.467545,0.818806,0.19329,0.108225,0.193635,0.10842,-0.392123,0.842151
1.29E+07,caps hf  6 37 2 45,-0.467585,0.818859,0.193339,0.108023,0.193657,0.108217,-0.390581,0.842942
1.29E+07,caps hf  6 37 2 46,-0.467625,0.818912,0.193387,0.10782,0.193679,0.108014,-0.38904,0.843733
1.29E+07,caps hf  6 37 2 47,-0.467665,0.818965,0.193436,0.107618,0.193701,0.107812,-0.387498,0.844523
1.29E+07,caps hf  6 37 2 48,-0.46707,0.81915,0.19371,0.106245,0.193954,0.106245,-0.378734,0.848217
1.29E+07,caps hf  6 37 2 49,-0.467098,0.819125,0.193721,0.106044,0.193954,0.106063,-0.377289,0.848863
1.29E+07,caps hf  6 37 2 50,-0.467125,0.8191,0.193733,0.105844,0.193953,0.105881,-0.375843,0.84951
1.29E+07,caps hf  6 37 2 51,-0.467153,0.819075,0.193744,0.105644,0.193953,0.1057,-0.374398,0.850156
1.29E+07,caps hf  6 37 2 52,-0.467181,0.81905,0.193755,0.105443,0.193953,0.105518,-0.372953,0.850803
1.29E+07,caps hf  6 37 2 53,-0.467209,0.819025,0.193766,0.105243,0.193953,0.105337,-0.371507,0.851449
1.29E+07,caps hf  6 37 2 54,-0.467237,0.819,0.193777,0.105042,0.193953,0.105155,-0.370062,0.852095
1.29E+07,caps hf  6 37 2 55,-0.467264,0.818976,0.193788,0.104842,0.193953,0.104973,-0.368616,0.852742
1.29E+07,caps hf  6 37 2 56,-0.467292,0.818951,0.193799,0.104642,0.193952,0.104792,-0.367171,0.853388
1.29E+07,caps hf  6 37 2 57,-0.46732,0.818926,0.193811,0.104441,0.193952,0.10461,-0.365725,0.854035
1.29E+07,caps hf  6 37 2 58,-0.467348,0.818901,0.193822,0.104241,0.193952,0.104429,-0.36428,0.854681
1.29E+07,caps hf  6 37 2 59,-0.467376,0.818876,0.193833,0.10404,0.193952,0.104247,-0.362834,0.855328
1.29E+07,caps hf  6 37 2 60,-0.467404,0.818851,0.193844,0.10384,0.193952,0.104065,-0.361389,0.855974
1.29E+07,caps hf  6 37 2 61,-0.467431,0.818826,0.193855,0.103639,0.193952,0.103884,-0.359943,0.85662
1.29E+07,caps hf  6 37 2 62,-0.467459,0.818802,0.193866,0.103439,0.193951,0.103702,-0.358498,0.857267
1.29E+07,caps hf  6 37 2 63,-0.467487,0.818777,0.193877,0.103239,0.193951,0.103521,-0.357052,0.857913
1.29E+07,caps hf  6 37 3 0,-0.468326,0.818415,0.194112,0.1024,0.194105,0.102341,-0.349751,0.86143
1.29E+07,caps hf  6 37 3 1,-0.468362,0.818423,0.19413,0.102207,0.19417,0.102149,-0.348272,0.862039
1.29E+07,caps hf  6 37 3 2,-0.468398,0.818432,0.194148,0.102015,0.194235,0.101958,-0.346793,0.862647
1.29E+07,caps hf  6 37 3 3,-0.468434,0.818441,0.194167,0.101823,0.194299,0.101766,-0.345314,0.863256
1.29E+07,caps hf  6 37 3 4,-0.46847,0.818449,0.194185,0.101631,0.194364,0.101574,-0.343835,0.863865
1.29E+07,caps hf  6 37 3 5,-0.468506,0.818458,0.194203,0.101438,0.194429,0.101383,-0.342356,0.864474
1.29E+07,caps hf  6 37 3 6,-0.468542,0.818467,0.194222,0.101246,0.194493,0.101191,-0.340877,0.865083
1.29E+07,caps hf  6 37 3 7,-0.468578,0.818475,0.19424,0.101054,0.194558,0.100999,-0.339398,0.865691
1.29E+07,caps hf  6 37 3 8,-0.468614,0.818484,0.194258,0.100862,0.194623,0.100808,-0.337919,0.8663
1.29E+07,caps hf  6 37 3 9,-0.46865,0.818493,0.194277,0.10067,0.194688,0.100616,-0.33644,0.866909
1.29E+07,caps hf  6 37 3 10,-0.468686,0.818501,1.94E-01,0.100477,1.95E-01,0.100424,-0.334961,0.867518
1.29E+07,caps hf  6 37 3 11,-0.468722,0.81851,1.94E-01,0.100285,1.95E-01,0.100233,-0.333482,0.868127
1.29E+07,caps hf  6 37 3 12,-0.468758,0.818519,0.194331,0.100093,0.194882,0.100041,-0.332003,0.868736
1.29E+07,caps hf  6 37 3 13,-0.468794,0.818527,0.19435,0.0999006,0.194947,0.0998495,-0.330524,0.869344
1.29E+07,caps hf  6 37 3 14,-0.468829,0.818536,0.194368,0.0997083,0.195011,0.0996578,-0.329046,0.869953
1.29E+07,caps hf  6 37 3 15,-0.468865,0.818545,0.194386,0.0995161,0.195076,0.0994662,-0.327567,0.870562
1.29E+07,caps hf  6 37 3 16,-0.468724,0.819061,0.194409,0.0985591,0.194739,0.0985176,-0.319605,0.873794
1.29E+07,caps hf  6 37 3 17,-0.468701,0.81905,0.194437,0.0983817,0.194753,0.0983545,-0.318239,0.874278
1.29E+07,caps hf  6 37 3 18,-0.468678,0.81904,0.194465,0.0982043,0.194766,0.0981913,-0.316874,0.874763
1.29E+07,caps hf  6 37 3 19,-0.468655,0.819029,0.194492,0.0980269,0.194779,0.0980281,-0.315509,0.875248
1.29E+07,caps hf  6 37 3 20,-0.468632,0.819018,0.19452,0.0978495,0.194793,0.0978649,-0.314143,0.875733
1.29E+07,caps hf  6 37 3 21,-0.468609,0.819008,0.194548,0.0976721,0.194806,0.0977018,-0.312778,0.876218
1.29E+07,caps hf  6 37 3 22,-0.468586,0.818997,0.194575,0.0974947,0.194819,0.0975386,-0.311413,0.876702
1.29E+07,caps hf  6 37 3 23,-0.468563,0.818986,0.194603,0.0973173,0.194833,0.0973754,-0.310047,0.877187
1.29E+07,caps hf  6 37 3 24,-0.46854,0.818976,0.19463,0.09714,0.194846,0.0972122,-0.308682,0.877672
1.29E+07,caps hf  6 37 3 25,-0.468517,0.818965,0.194658,0.0969626,0.194859,0.0970491,-0.307317,0.878157
1.29E+07,caps hf  6 37 3 26,-0.468494,0.818954,0.194686,0.0967852,0.194873,0.0968859,-0.305951,0.878641
1.29E+07,caps hf  6 37 3 27,-0.46847,0.818944,0.194713,0.0966078,0.194886,0.0967227,-0.304586,0.879126
1.29E+07,caps hf  6 37 3 28,-0.468447,0.818933,0.194741,0.0964304,0.194899,0.0965595,-0.303221,0.879611
1.29E+07,caps hf  6 37 3 29,-0.468424,0.818922,0.194768,0.096253,0.194913,0.0963964,-0.301855,0.880096
1.29E+07,caps hf  6 37 3 30,-0.468401,0.818912,0.194796,0.0960756,0.194926,0.0962332,-0.30049,0.88058
1.29E+07,caps hf  6 37 3 31,-0.468378,0.818901,0.194824,0.0958982,0.194939,0.09607,-0.299125,0.881065
1.29E+07,caps hf  6 37 3 32,-0.468662,0.818436,0.194447,0.0944793,0.19494,0.094333,-0.288918,0.88504
1.29E+07,caps hf  6 37 3 33,-0.468684,0.818466,0.194458,0.0942894,0.194926,0.0941822,-0.287609,0.885481
1.29E+07,caps hf  6 37 3 34,-0.468707,0.818496,0.194469,0.0940995,0.194913,0.0940314,-0.286299,0.885923
1.29E+07,caps hf  6 37 3 35,-0.46873,0.818527,0.194481,0.0939097,0.1949,0.0938806,-0.284989,0.886365
1.29E+07,caps hf  6 37 3 36,-0.468753,0.818557,0.194492,0.0937198,0.194887,0.0937298,-0.28368,0.886806
1.29E+07,caps hf  6 37 3 37,-0.468775,0.818588,0.194503,0.09353,0.194873,0.093579,-0.28237,0.887248
1.29E+07,caps hf  6 37 3 38,-0.468798,0.818618,0.194514,0.0933401,0.19486,0.0934282,-0.28106,0.88769
1.29E+07,caps hf  6 37 3 39,-0.468821,0.818649,0.194525,0.0931502,0.194847,0.0932774,-0.279751,0.888131
1.29E+07,caps hf  6 37 3 40,-0.468843,0.818679,0.194536,0.0929604,0.194834,0.0931266,-0.278441,0.888573
1.29E+07,caps hf  6 37 3 41,-0.468866,0.81871,0.194547,0.0927705,0.19482,0.0929758,-0.277131,0.889015
1.29E+07,caps hf  6 37 3 42,-0.468889,0.81874,0.194558,0.0925806,0.194807,0.092825,-0.275822,0.889456
1.29E+07,caps hf  6 37 3 43,-0.468912,0.81877,0.194569,0.0923908,0.194794,0.0926742,-0.274512,0.889898
1.29E+07,caps hf  6 37 3 44,-0.468934,0.818801,0.19458,0.0922009,0.194781,0.0925234,-0.273202,0.890339
1.29E+07,caps hf  6 37 3 45,-0.468957,0.818831,0.194591,0.0920111,0.194767,0.0923726,-0.271893,0.890781
1.29E+07,caps hf  6 37 3 46,-0.46898,0.818862,0.194602,0.0918212,0.194754,0.0922218,-0.270583,0.891223
1.29E+07,caps hf  6 37 3 47,-0.469002,0.818892,0.194613,0.0916313,0.194741,0.092071,-0.269273,0.891664
1.29E+07,caps hf  6 37 3 48,-0.469089,0.819052,0.194846,0.0909883,0.194773,0.0911659,-0.261092,0.893836
1.29E+07,caps hf  6 37 3 49,-0.469147,0.81908,0.194864,0.0908169,0.1948,0.0909941,-0.259862,0.894248
1.29E+07,caps hf  6 37 3 50,-0.469205,0.819108,0.194882,0.0906455,0.194827,0.0908222,-0.258633,0.894659
1.29E+07,caps hf  6 37 3 51,-0.469263,0.819136,0.1949,0.0904742,0.194854,0.0906504,-0.257403,0.89507
1.29E+07,caps hf  6 37 3 52,-0.469321,0.819164,0.194919,0.0903028,0.194881,0.0904786,-0.256173,0.895481
1.29E+07,caps hf  6 37 3 53,-0.469379,0.819192,0.194937,0.0901315,0.194908,0.0903067,-0.254943,0.895893
1.29E+07,caps hf  6 37 3 54,-0.469437,0.81922,0.194955,0.0899601,0.194935,0.0901349,-0.253714,0.896304
1.29E+07,caps hf  6 37 3 55,-0.469495,0.819248,0.194973,0.0897888,0.194962,0.089963,-0.252484,0.896715
1.29E+07,caps hf  6 37 3 56,-0.469553,0.819277,0.194992,0.0896174,0.194989,0.0897912,-0.251254,0.897126
1.29E+07,caps hf  6 37 3 57,-0.469611,0.819305,0.19501,0.089446,0.195017,0.0896194,-0.250025,0.897538
1.29E+07,caps hf  6 37 3 58,-0.469669,0.819333,0.195028,0.0892747,0.195044,0.0894475,-0.248795,0.897949
1.29E+07,caps hf  6 37 3 59,-0.469727,0.819361,0.195046,0.0891033,0.195071,0.0892757,-0.247565,0.89836
1.29E+07,caps hf  6 37 3 60,-0.469784,0.819389,0.195065,0.088932,0.195098,0.0891039,-0.246336,0.898771
1.29E+07,caps hf  6 37 3 61,-0.469842,0.819417,0.195083,0.0887606,0.195125,0.088932,-0.245106,0.899183
1.29E+07,caps hf  6 37 3 62,-0.4699,0.819445,0.195101,0.0885893,0.195152,0.0887602,-0.243876,0.899594
