Frequency,CMD,S11_r,S11_x,S21_r,S21_x,S12_r,S12_x,S22_r,S22_x
12.9e6,caps hf ps1 0 16 1 32,-5.50021288751E-001,+1.84529829695E-001,+3.31387638819E-001,+6.98604546094E-001,+3.31638298053E-001,+6.99313203218E-001,-4.71272682939E-001,+3.16721189111E-001,
12.9e6,caps hf ps1 0 16 1 47,-5.51766813270E-001,+1.78804374384E-001,+3.42264222257E-001,+6.92837684336E-001,+3.42900457364E-001,+6.93445651450E-001,-4.56879827428E-001,+3.37704556710E-001,
12.9e6,caps hf ps1 0 16 1 48,-5.52648528812E-001,+1.77303286256E-001,+3.46215702866E-001,+6.91778185900E-001,+3.45317897574E-001,+6.92292072651E-001,-4.52676565512E-001,+3.43264584012E-001,
12.9e6,caps hf ps1 0 16 1 63,-5.54735411839E-001,+1.72446702775E-001,+3.56689391149E-001,+6.85743986392E-001,+3.56536171595E-001,+6.85998190337E-001,-4.37393506723E-001,+3.62536675422E-001,
12.9e6,caps hf ps1 0 16 2 0,-5.55624804603E-001,+1.69466758080E-001,+3.59882634725E-001,+6.82912885921E-001,+3.60661636705E-001,+6.83449107788E-001,-4.30899371399E-001,+3.70646086448E-001,
12.9e6,caps hf ps1 0 16 2 15,-5.57862028529E-001,+1.64264895842E-001,+3.70243635615E-001,+6.77785988397E-001,+3.70542564328E-001,+6.77397825827E-001,-4.16201280597E-001,+3.88334102428E-001,
12.9e6,caps hf ps1 0 16 2 16,-5.58689221641E-001,+1.63321808517E-001,+3.73941216581E-001,+6.75522525006E-001,+3.74006157112E-001,+6.75720874841E-001,-4.11854327585E-001,+3.93676475877E-001,
12.9e6,caps hf ps1 0 16 2 31,-5.61565437694E-001,+1.58548763748E-001,+3.83352776634E-001,+6.69291870527E-001,+3.82361367452E-001,+6.70125676733E-001,-3.97120545725E-001,+4.09216418232E-001,
12.9e6,caps hf ps1 0 16 2 32,-5.62826440395E-001,+1.55975255705E-001,+3.87118917243E-001,+6.65791079944E-001,+3.87715222190E-001,+6.66124444309E-001,-3.88214393014E-001,+4.18712996339E-001,
12.9e6,caps hf ps1 0 16 2 47,-5.64860646948E-001,+1.50171665231E-001,+3.95712955365E-001,+6.60101404515E-001,+3.96217271962E-001,+6.60557227097E-001,-3.73398389118E-001,+4.32985647891E-001,
12.9e6,caps hf ps1 0 16 2 48,-5.66092010837E-001,+1.50028781419E-001,+3.98636983145E-001,+6.58597149990E-001,+3.98772881590E-001,+6.59119198242E-001,-3.69511817160E-001,+4.37862831631E-001,
12.9e6,caps hf ps1 0 16 2 63,-5.68769627066E-001,+1.45195440705E-001,+4.06340522233E-001,+6.52114161071E-001,+4.06681148623E-001,+6.51787202803E-001,-3.53849130607E-001,+4.51800545506E-001,
12.9e6,caps hf ps1 0 16 3 0,-5.70024777588E-001,+1.42969735779E-001,+4.09458770830E-001,+6.49726900690E-001,+4.10026223277E-001,+6.49432207913E-001,-3.48210365078E-001,+4.57383511159E-001,
12.9e6,caps hf ps1 0 16 3 15,-5.71822933381E-001,+1.39622507615E-001,+4.17310361953E-001,+6.43065666283E-001,+4.17054899995E-001,+6.42905491946E-001,-3.33038451530E-001,+4.70466874902E-001,
12.9e6,caps hf ps1 0 16 3 16,-5.73149465167E-001,+1.37817850808E-001,+4.18843334360E-001,+6.41670026948E-001,+4.19239116834E-001,+6.40992343595E-001,-3.28356482533E-001,+4.74049568250E-001,
12.9e6,caps hf ps1 0 16 3 31,-5.76247112852E-001,+1.34885629217E-001,+4.26553635856E-001,+6.35361193432E-001,+4.26751059589E-001,+6.35656932045E-001,-3.13743442921E-001,+4.85713154988E-001,
12.9e6,caps hf ps1 0 16 3 32,-5.77408142114E-001,+1.32629529180E-001,+4.29762301016E-001,+6.32051288471E-001,+4.30146225417E-001,+6.30896488370E-001,-3.06096921157E-001,+4.92325143351E-001,
12.9e6,caps hf ps1 0 16 3 47,-5.79970648025E-001,+1.28675862069E-001,+4.36945478026E-001,+6.26097937848E-001,+4.36410198832E-001,+6.25708824649E-001,-2.91764543882E-001,+5.02556889693E-001,
12.9e6,caps hf ps1 0 16 3 48,-5.80683427479E-001,+1.27454223746E-001,+4.38577726097E-001,+6.23496032436E-001,+4.38859728261E-001,+6.23350399529E-001,-2.86204456973E-001,+5.06706836369E-001,
12.9e6,caps hf ps1 0 16 3 63,-5.83012425341E-001,+1.24556493409E-001,+4.44795347065E-001,+6.17431908901E-001,+4.44596407089E-001,+6.16675195968E-001,-2.71818116449E-001,+5.16222497005E-001,
12.9e6,caps hf ps1 0 16 4 0,-5.83650272328E-001,+1.24323656566E-001,+4.44309883340E-001,+6.16081772699E-001,+4.45192209028E-001,+6.17008530057E-001,-2.71150720258E-001,+5.18062912974E-001,
12.9e6,caps hf ps1 0 16 4 15,-5.86048119196E-001,+1.19855391092E-001,+4.50626210874E-001,+6.10850256740E-001,+4.51525242989E-001,+6.10499161643E-001,-2.56986463126E-001,+5.27667651343E-001,
12.9e6,caps hf ps1 0 16 4 16,-5.86748204673E-001,+1.19886863969E-001,+4.52071360393E-001,+6.08384547809E-001,+4.52461651888E-001,+6.09048321429E-001,-2.52657282279E-001,+5.30356343143E-001,
12.9e6,caps hf ps1 0 16 4 31,-5.90414807036E-001,+1.16950993261E-001,+4.58188909728E-001,+6.02276491923E-001,+4.57807308231E-001,+6.02782235251E-001,-2.39332711101E-001,+5.38990686044E-001,
12.9e6,caps hf ps1 0 16 4 32,-5.90595528957E-001,+1.15320416499E-001,+4.59676234995E-001,+5.99916735753E-001,+4.60209701478E-001,+5.98471621993E-001,-2.31978485014E-001,+5.43373061665E-001,
12.9e6,caps hf ps1 0 16 4 47,-5.93805223085E-001,+1.12268522717E-001,+4.65314434404E-001,+5.93587212589E-001,+4.65529958856E-001,+5.92218299857E-001,-2.17704121914E-001,+5.51151963822E-001,
12.9e6,caps hf ps1 0 16 4 48,-5.93674737829E-001,+1.11912400077E-001,+4.65821387595E-001,+5.91054583300E-001,+4.67090387783E-001,+5.91928393029E-001,-2.14185335440E-001,+5.53650781109E-001,
12.9e6,caps hf ps1 0 16 4 63,-5.97058537198E-001,+1.09619347313E-001,+4.71559751487E-001,+5.85077709514E-001,+4.71580236215E-001,+5.85097944277E-001,-2.00498923741E-001,+5.60990074985E-001,
12.9e6,caps hf ps1 0 16 5 0,-5.97086737187E-001,+1.09140017986E-001,+4.71399511045E-001,+5.83725331367E-001,+4.72422771061E-001,+5.84055911882E-001,-1.97390113185E-001,+5.62368890305E-001,
12.9e6,caps hf ps1 0 16 5 15,-6.00355541668E-001,+1.06853756950E-001,+4.77325639534E-001,+5.78815555400E-001,+4.77403939920E-001,+5.78352612077E-001,-1.85200436155E-001,+5.69827024377E-001,
12.9e6,caps hf ps1 0 16 5 16,-6.00936877836E-001,+1.05882678725E-001,+4.78011475706E-001,+5.76716574535E-001,+4.77805000003E-001,+5.76409245881E-001,-1.80761306989E-001,+5.71742004176E-001,
12.9e6,caps hf ps1 0 16 5 31,-6.03532883705E-001,+1.02717654299E-001,+4.81594693932E-001,+5.71117199745E-001,+4.83063235206E-001,+5.70419078786E-001,-1.68343066576E-001,+5.78010766480E-001,
12.9e6,caps hf ps1 0 16 5 32,-6.04528392286E-001,+1.02041905216E-001,+4.83605561876E-001,+5.67493623571E-001,+4.84643191762E-001,+5.68163136054E-001,-1.62202956898E-001,+5.81108928865E-001,
12.9e6,caps hf ps1 0 16 5 47,-6.07592361534E-001,+9.92079737639E-002,+4.88430635468E-001,+5.62833273689E-001,+4.87735975985E-001,+5.62166444090E-001,-1.49696783327E-001,+5.86078261038E-001,
12.9e6,caps hf ps1 0 16 5 48,-6.08212466739E-001,+9.82776284454E-002,+4.88771541812E-001,+5.61125673250E-001,+4.89076147492E-001,+5.60598642328E-001,-1.46142740388E-001,+5.88017348096E-001,
12.9e6,caps hf ps1 0 16 5 63,-6.10980008366E-001,+9.71556009432E-002,+4.92325219943E-001,+5.54798217795E-001,+4.92669926040E-001,+5.55046910239E-001,-1.33668193673E-001,+5.93326375438E-001,
12.9e6,caps hf ps1 0 16 6 0,-6.10152405899E-001,+9.74322977564E-002,+4.92343765946E-001,+5.55952780971E-001,+4.92250368431E-001,+5.55838529770E-001,-1.35353767635E-001,+5.92648314593E-001,
12.9e6,caps hf ps1 0 16 6 15,-6.13216552586E-001,+9.55098577601E-002,+4.95596384342E-001,+5.50684372515E-001,+4.95298348719E-001,+5.50165116198E-001,-1.23635716768E-001,+5.97986270135E-001,
12.9e6,caps hf ps1 0 16 6 16,-6.13322888402E-001,+9.45994663709E-002,+4.95715762418E-001,+5.48537764245E-001,+4.96891765567E-001,+5.50470629212E-001,-1.20808442526E-001,+5.98808533669E-001,
12.9e6,caps hf ps1 0 16 6 31,-6.15913411887E-001,+9.26959526273E-002,+4.99190691385E-001,+5.43625014177E-001,+5.00035801224E-001,+5.43128563919E-001,-1.08411647237E-001,+6.03572393208E-001,
12.9e6,caps hf ps1 0 16 6 32,-6.17423494228E-001,+9.22601706467E-002,+5.01314640242E-001,+5.41193285602E-001,+5.01117407357E-001,+5.40943725574E-001,-1.03038659665E-001,+6.05384996068E-001,
12.9e6,caps hf ps1 0 16 6 47,-6.19942718864E-001,+9.04569504720E-002,+5.04023244647E-001,+5.35946916362E-001,+5.03710035367E-001,+5.35330837124E-001,-9.15510163802E-002,+6.09734183894E-001,
12.9e6,caps hf ps1 0 16 6 48,-6.20063643690E-001,+8.96466146095E-002,+5.03798511401E-001,+5.34392091251E-001,+5.04439519819E-001,+5.34057983831E-001,-8.86976004848E-002,+6.11619801866E-001,
12.9e6,caps hf ps1 0 16 6 63,-6.22797216262E-001,+8.81985108539E-002,+5.07003857126E-001,+5.29404797959E-001,+5.07349276799E-001,+5.29027398603E-001,-7.68662383537E-002,+6.14796217709E-001,
12.9e6,caps hf ps1 0 31 0 0,-5.63458284602E-001,+2.90045071840E-001,+2.49778058745E-001,+6.86337290771E-001,+2.49055583718E-001,+6.87303832123E-001,-6.04580394791E-001,+1.49381329778E-001,
12.9e6,caps hf ps1 0 31 0 15,-5.64568932001E-001,+2.83601984381E-001,+2.65063997326E-001,+6.83613010025E-001,+2.64068818191E-001,+6.83975526243E-001,-5.92847340797E-001,+1.80872406386E-001,
12.9e6,caps hf ps1 0 31 0 16,-5.64698827035E-001,+2.80497753439E-001,+2.68629491022E-001,+6.82183587997E-001,+2.68639112265E-001,+6.82055109227E-001,-5.89536705990E-001,+1.90043315737E-001,
12.9e6,caps hf ps1 0 31 0 31,-5.65743001271E-001,+2.74316917592E-001,+2.83034959532E-001,+6.77437887826E-001,+2.82147972201E-001,+6.78324238457E-001,-5.76912107712E-001,+2.19316299491E-001,
12.9e6,caps hf ps1 0 31 0 32,-5.67093002638E-001,+2.71089827675E-001,+2.89566832320E-001,+6.75960068325E-001,+2.89284714584E-001,+6.75455372817E-001,-5.70213764263E-001,+2.34406003866E-001,
12.9e6,caps hf ps1 0 31 0 47,-5.68667797614E-001,+2.65204945732E-001,+3.03533239200E-001,+6.71153479485E-001,+3.02559511830E-001,+6.70929661082E-001,-5.56469527120E-001,+2.61467048458E-001,
12.9e6,caps hf ps1 0 31 0 48,-5.69525231029E-001,+2.62709716387E-001,+3.06623766533E-001,+6.69952934646E-001,+3.07013801663E-001,+6.69967271042E-001,-5.52597819936E-001,+2.69444911565E-001,
12.9e6,caps hf ps1 0 31 0 63,-5.71042135243E-001,+2.57235251723E-001,+3.19530046900E-001,+6.64367398788E-001,+3.19245419475E-001,+6.64598991519E-001,-5.37780077191E-001,+2.95338920110E-001,
12.9e6,caps hf ps1 0 31 1 0,-5.71619807284E-001,+2.55463567727E-001,+3.23069421052E-001,+6.62043511425E-001,+3.22465117871E-001,+6.62336533303E-001,-5.33371900652E-001,+3.02829990688E-001,
12.9e6,caps hf ps1 0 31 1 15,-5.73404358573E-001,+2.49470392582E-001,+3.35637417456E-001,+6.56538503798E-001,+3.34736052923E-001,+6.57382696862E-001,-5.17991688980E-001,+3.27415639049E-001,
12.9e6,caps hf ps1 0 31 1 16,-5.74960910000E-001,+2.47838719984E-001,+3.38203236282E-001,+6.55703622670E-001,+3.39055902775E-001,+6.55197096346E-001,-5.13815493681E-001,+3.34919464847E-001,
12.9e6,caps hf ps1 0 31 1 31,-5.76450779301E-001,+2.43516936427E-001,+3.50075928867E-001,+6.49045088993E-001,+3.49366722612E-001,+6.49086420068E-001,-4.97498065215E-001,+3.57020672926E-001,
12.9e6,caps hf ps1 0 31 1 32,-5.77335558827E-001,+2.40157510810E-001,+3.55134761073E-001,+6.45655899166E-001,+3.54880886153E-001,+6.45889118048E-001,-4.89734582828E-001,+3.68133485129E-001,
12.9e6,caps hf ps1 0 31 1 47,-5.80199325704E-001,+2.34426436157E-001,+3.65653973943E-001,+6.39759832018E-001,+3.65766651734E-001,+6.40420764344E-001,-4.73549984966E-001,+3.89446169626E-001,
12.9e6,caps hf ps1 0 31 1 48,-5.81468779752E-001,+2.33326771542E-001,+3.69042906955E-001,+6.37752596763E-001,+3.68959530635E-001,+6.37796560009E-001,-4.68304825778E-001,+3.95838360464E-001,
12.9e6,caps hf ps1 0 31 1 63,-5.83861405961E-001,+2.28403326789E-001,+3.78142670905E-001,+6.31495191381E-001,+3.78666739335E-001,+6.32179123977E-001,-4.52634661830E-001,+4.14758341638E-001,
12.9e6,caps hf ps1 0 31 2 0,-5.85045636997E-001,+2.27591072519E-001,+3.83418114886E-001,+6.28381035782E-001,+3.82918098307E-001,+6.29055904008E-001,-4.45475765889E-001,+4.23363558899E-001,
12.9e6,caps hf ps1 0 31 2 15,-5.87289520512E-001,+2.22275432328E-001,+3.91482304658E-001,+6.22261264533E-001,+3.91281309844E-001,+6.22738036819E-001,-4.29306095929E-001,+4.41465264102E-001,
12.9e6,caps hf ps1 0 31 2 16,-5.88824941235E-001,+2.20748990600E-001,+3.94291778787E-001,+6.20404658541E-001,+3.94127743078E-001,+6.19836042787E-001,-4.23428768276E-001,+4.45899673533E-001,
12.9e6,caps hf ps1 0 31 2 31,-5.91031910639E-001,+2.16839167894E-001,+4.02661324262E-001,+6.13244043027E-001,+4.03162798639E-001,+6.13196331946E-001,-4.06535159393E-001,+4.63587321156E-001,
12.9e6,caps hf ps1 0 31 2 32,-5.91755215451E-001,+2.14889254994E-001,+4.06562115412E-001,+6.09257946522E-001,+4.06702442699E-001,+6.09335380376E-001,-3.97877452473E-001,+4.71609633819E-001,
12.9e6,caps hf ps1 0 31 2 47,-5.94696281436E-001,+2.11240088724E-001,+4.14329688422E-001,+6.02274176978E-001,+4.14427742857E-001,+6.03130599499E-001,-3.81538779239E-001,+4.86926661948E-001,
12.9e6,caps hf ps1 0 31 2 48,-5.95893880335E-001,+2.09797553973E-001,+4.17652004918E-001,+6.01118787944E-001,+4.17455221328E-001,+6.00521652698E-001,-3.76079519200E-001,+4.91477407070E-001,
12.9e6,caps hf ps1 0 31 2 63,-5.99565136416E-001,+2.06184576414E-001,+4.24887085775E-001,+5.94539857225E-001,+4.23921693384E-001,+5.94261136352E-001,-3.60004728675E-001,+5.04797868356E-001,
12.9e6,caps hf ps1 0 31 3 0,-6.00166056684E-001,+2.04159190019E-001,+4.26924569095E-001,+5.91688349851E-001,+4.27693995340E-001,+5.91773234806E-001,-3.54110204765E-001,+5.11323289167E-001,
12.9e6,caps hf ps1 0 31 3 15,-6.02204530653E-001,+2.01586182535E-001,+4.33672322593E-001,+5.84637182210E-001,+4.33836979028E-001,+5.84579806326E-001,-3.36877176857E-001,+5.23690105316E-001,
12.9e6,caps hf ps1 0 31 3 16,-6.04171072352E-001,+2.00230149609E-001,+4.36003243588E-001,+5.82383841166E-001,+4.36557760276E-001,+5.82935831615E-001,-3.32167269066E-001,+5.28723635261E-001,
12.9e6,caps hf ps1 0 31 3 31,-6.06005505821E-001,+1.98020677652E-001,+4.42335860129E-001,+5.75403744475E-001,+4.42222532916E-001,+5.76100304757E-001,-3.16139683379E-001,+5.39402117974E-001,
12.9e6,caps hf ps1 0 31 3 32,-6.07866095013E-001,+1.95845119261E-001,+4.45245706571E-001,+5.72649793159E-001,+4.46049165388E-001,+5.72471881994E-001,-3.07423716348E-001,+5.45826192156E-001,
12.9e6,caps hf ps1 0 31 3 47,-6.10944852603E-001,+1.92556038581E-001,+4.50791856226E-001,+5.65681284001E-001,+4.51816173689E-001,+5.65781754245E-001,-2.92033979340E-001,+5.56810602885E-001,
12.9e6,caps hf ps1 0 31 3 48,-6.10839676467E-001,+1.91684738717E-001,+4.52605080269E-001,+5.63539196090E-001,+4.52642936695E-001,+5.64142122437E-001,-2.86967120042E-001,+5.59463980082E-001,
12.9e6,caps hf ps1 0 31 3 63,-6.14313323753E-001,+1.89302176949E-001,+4.58366675453E-001,+5.57019453702E-001,+4.58822483120E-001,+5.57515619056E-001,-2.71378462230E-001,+5.69545086766E-001,
12.9e6,caps hf ps1 0 31 4 0,-6.15337120123E-001,+1.88790298352E-001,+4.57762770299E-001,+5.57399672718E-001,+4.59002792718E-001,+5.55905524840E-001,-2.69631460782E-001,+5.70508279584E-001,
12.9e6,caps hf ps1 0 31 4 15,-6.18340795820E-001,+1.86138502087E-001,+4.63627188932E-001,+5.50085508247E-001,+4.64308641456E-001,+5.50738393895E-001,-2.55426436160E-001,+5.80299714514E-001,
12.9e6,caps hf ps1 0 31 4 16,-6.18284962053E-001,+1.85908135127E-001,+4.65686089024E-001,+5.48381881518E-001,+4.65112803919E-001,+5.48251391088E-001,-2.50095609628E-001,+5.82431254156E-001,
12.9e6,caps hf ps1 0 31 4 31,-6.21623117712E-001,+1.83322943856E-001,+4.70690307597E-001,+5.41638338836E-001,+4.70277221016E-001,+5.41845497268E-001,-2.35385475641E-001,+5.91436568702E-001,
12.9e6,caps hf ps1 0 31 4 32,-6.22288252191E-001,+1.81783929358E-001,+4.72088550943E-001,+5.38465742767E-001,+4.72440063324E-001,+5.38642340007E-001,-2.27385205411E-001,+5.95510610969E-001,
12.9e6,caps hf ps1 0 31 4 47,-6.25780442091E-001,+1.80056363287E-001,+4.76822040968E-001,+5.31626310754E-001,+4.76677010492E-001,+5.32108369590E-001,-2.12603014896E-001,+6.03070852497E-001,
12.9e6,caps hf ps1 0 31 4 48,-6.26345903957E-001,+1.78948562162E-001,+4.78285524745E-001,+5.30082672496E-001,+4.77631467729E-001,+5.30194689894E-001,-2.07981766843E-001,+6.04677801935E-001,
12.9e6,caps hf ps1 0 31 4 63,-6.28779732530E-001,+1.76610550623E-001,+4.81904716616E-001,+5.23895422808E-001,+4.81581478453E-001,+5.24094120684E-001,-1.93824818818E-001,+6.11924858910E-001,
12.9e6,caps hf ps1 0 31 5 0,-6.28718040477E-001,+1.76897494237E-001,+4.82606042607E-001,+5.22552899262E-001,+4.82207077945E-001,+5.23115174636E-001,-1.91729240452E-001,+6.13327051382E-001,
12.9e6,caps hf ps1 0 31 5 15,-6.31915770969E-001,+1.74331022316E-001,+4.86167249105E-001,+5.17405669577E-001,+4.86041814321E-001,+5.16533925330E-001,-1.77241259582E-001,+6.19825710073E-001,
12.9e6,caps hf ps1 0 31 5 16,-6.32517655316E-001,+1.74021333018E-001,+4.86832776759E-001,+5.15289221499E-001,+4.87799271579E-001,+5.14892940802E-001,-1.73864811800E-001,+6.22705670976E-001,
12.9e6,caps hf ps1 0 31 5 31,-6.35008626279E-001,+1.72029937516E-001,+4.90597388571E-001,+5.08797573343E-001,+4.90785257080E-001,+5.09244325992E-001,-1.59709619985E-001,+6.27808555011E-001,
12.9e6,caps hf ps1 0 31 5 32,-6.36392626249E-001,+1.71595023211E-001,+4.91653723071E-001,+5.06160562676E-001,+4.93137732819E-001,+5.06202161146E-001,-1.53238724499E-001,+6.31129443748E-001,
12.9e6,caps hf ps1 0 31 5 47,-6.38670285781E-001,+1.70085889081E-001,+4.95878921143E-001,+5.00640656790E-001,+4.95918202253E-001,+5.00287194923E-001,-1.39095744267E-001,+6.36021013413E-001,
12.9e6,caps hf ps1 0 31 5 48,-6.39131224619E-001,+1.69216416287E-001,+4.95595364970E-001,+4.98613874096E-001,+4.96130624495E-001,+4.98618051592E-001,-1.35286512087E-001,+6.37572846635E-001,
12.9e6,caps hf ps1 0 31 5 63,-6.42308714203E-001,+1.67479348484E-001,+4.99129844675E-001,+4.93158975566E-001,+4.99503930322E-001,+4.92656156152E-001,-1.21545942069E-001,+6.42757338824E-001,
12.9e6,caps hf ps1 0 31 6 0,-6.42093999400E-001,+1.68092749023E-001,+4.98641557806E-001,+4.94737508163E-001,+4.99099303915E-001,+4.93540531491E-001,-1.24345904805E-001,+6.41989591502E-001,
12.9e6,caps hf ps1 0 31 6 15,-6.44371777833E-001,+1.67407747042E-001,+5.01692376350E-001,+4.88166789748E-001,+5.02446263459E-001,+4.88225739278E-001,-1.11773601511E-001,+6.46799477264E-001,
12.9e6,caps hf ps1 0 31 6 16,-6.45105134381E-001,+1.66759545974E-001,+5.02639760611E-001,+4.86773491154E-001,+5.02453932754E-001,+4.86776199958E-001,-1.08011538800E-001,+6.48283487445E-001,
12.9e6,caps hf ps1 0 31 6 31,-6.47882730442E-001,+1.64803799630E-001,+5.04829437261E-001,+4.81828082897E-001,+5.05250076600E-001,+4.81065656437E-001,-9.55645159721E-002,+6.52227693696E-001,
12.9e6,caps hf ps1 0 31 6 32,-6.47814184492E-001,+1.64170072802E-001,+5.05486560236E-001,+4.78812975572E-001,+5.06112316681E-001,+4.78624200985E-001,-8.98381813325E-002,+6.53639326547E-001,
12.9e6,caps hf ps1 0 31 6 47,-6.51681305782E-001,+1.63344552695E-001,+5.08924586584E-001,+4.73401208973E-001,+5.09177103933E-001,+4.73500629679E-001,-7.78046606120E-002,+6.58056579386E-001,
12.9e6,caps hf ps1 0 31 6 48,-6.51713468998E-001,+1.62600408135E-001,+5.09020637772E-001,+4.72318785840E-001,+5.08995118126E-001,+4.71588246138E-001,-7.45532029169E-002,+6.58703101208E-001,
12.9e6,caps hf ps1 0 31 6 63,-6.53856224030E-001,+1.61459952753E-001,+5.11424095002E-001,+4.66457431347E-001,+5.11328930982E-001,+4.66164186632E-001,-6.20379788326E-002,+6.62112300419E-001,
12.9e6,caps hf ps1 0 32 0 0,-5.68691009343E-001,+3.04847667994E-001,+2.57133738475E-001,+6.71660220620E-001,+2.56563774474E-001,+6.71752522688E-001,-6.11841185085E-001,+1.63708236389E-001,
12.9e6,caps hf ps1 0 32 0 15,-5.70216496220E-001,+2.98239704533E-001,+2.71780391228E-001,+6.68480473820E-001,+2.70779355500E-001,+6.69337340618E-001,-6.00459131661E-001,+1.94657161771E-001,
12.9e6,caps hf ps1 0 32 0 16,-5.70112770609E-001,+2.96079383215E-001,+2.76075285807E-001,+6.67638455469E-001,+2.75016199450E-001,+6.67118649182E-001,-5.96532561531E-001,+2.04581074820E-001,
12.9e6,caps hf ps1 0 32 0 31,-5.72186543300E-001,+2.90239659941E-001,+2.90049268374E-001,+6.63047588450E-001,+2.88471630156E-001,+6.62340036467E-001,-5.82860084625E-001,+2.33470269793E-001,
12.9e6,caps hf ps1 0 32 0 32,-5.72896051672E-001,+2.86448150556E-001,+2.96666407836E-001,+6.60841484572E-001,+2.95066336472E-001,+6.60753061550E-001,-5.76576292496E-001,+2.47685271765E-001,
12.9e6,caps hf ps1 0 32 0 47,-5.74683209856E-001,+2.80990884023E-001,+3.09048785336E-001,+6.55045224177E-001,+3.09361728597E-001,+6.55520424802E-001,-5.62128513745E-001,+2.76590104452E-001,
12.9e6,caps hf ps1 0 32 0 48,-5.74975827650E-001,+2.78838101912E-001,+3.12417027870E-001,+6.54197872899E-001,+3.12609854736E-001,+6.54301992509E-001,-5.58729718407E-001,+2.84305256304E-001,
12.9e6,caps hf ps1 0 32 0 63,-5.77364160990E-001,+2.73380256629E-001,+3.25364850807E-001,+6.48236643551E-001,+3.24785627224E-001,+6.48281880134E-001,-5.42622558785E-001,+3.09851774496E-001,
12.9e6,caps hf ps1 0 32 1 0,-5.77981225167E-001,+2.70904944582E-001,+3.28998033252E-001,+6.46402146831E-001,+3.28982638455E-001,+6.46764968072E-001,-5.38111588445E-001,+3.18284140967E-001,
12.9e6,caps hf ps1 0 32 1 15,-5.79781046204E-001,+2.66078592005E-001,+3.40916109945E-001,+6.41268968329E-001,+3.39972210284E-001,+6.41558810815E-001,-5.23160362846E-001,+3.42360461134E-001,
12.9e6,caps hf ps1 0 32 1 16,-5.80629890865E-001,+2.64820701418E-001,+3.44104838501E-001,+6.39174661949E-001,+3.43831036106E-001,+6.39930411554E-001,-5.18311130605E-001,+3.49844063166E-001,
12.9e6,caps hf ps1 0 32 1 31,-5.83477773879E-001,+2.59014179277E-001,+3.54796338255E-001,+6.33802784378E-001,+3.54480829666E-001,+6.32716525948E-001,-5.01415024034E-001,+3.72389201916E-001,
12.9e6,caps hf ps1 0 32 1 32,-5.84100225567E-001,+2.57237497135E-001,+3.60287921531E-001,+6.29987577079E-001,+3.60357863756E-001,+6.29813643443E-001,-4.93154763325E-001,+3.83987516631E-001,
