Frequency,CMD,S11_r,S11_x,S21_r,S21_x,S12_r,S12_x,S22_r,S22_x
12.9e6,caps hf ps1 4 0 2 16,-5.40836704712E-001,+7.19974028403E-001,+3.01644259662E-001,+1.71360713657E-001,+3.02009807273E-001,+1.71858261106E-001,-2.84592150321E-001,+8.41799690749E-001,
12.9e6,caps hf ps1 4 0 2 31,-5.41952606759E-001,+7.20442906962E-001,+3.03226318348E-001,+1.65767019598E-001,+3.03125858690E-001,+1.66325157099E-001,-2.57347054632E-001,+8.51417028128E-001,
12.9e6,caps hf ps1 4 0 2 32,-5.43224763599E-001,+7.19785346407E-001,+3.03621673466E-001,+1.63506486100E-001,+3.04136338661E-001,+1.62895257623E-001,-2.42948948720E-001,+8.56823671086E-001,
12.9e6,caps hf ps1 4 0 2 47,-5.43104955758E-001,+7.20405464525E-001,+3.04291119469E-001,+1.58319760812E-001,+3.04553255113E-001,+1.57769323956E-001,-2.17261335154E-001,+8.63249372742E-001,
12.9e6,caps hf ps1 4 0 2 48,-5.43456760795E-001,+7.20571066289E-001,+3.04671510501E-001,+1.56124059428E-001,+3.05066293906E-001,+1.56275404679E-001,-2.08404704589E-001,+8.66139820496E-001,
12.9e6,caps hf ps1 4 0 2 63,-5.44457796567E-001,+7.20140780619E-001,+3.05274747611E-001,+1.51138228620E-001,+3.05419324476E-001,+1.51593997352E-001,-1.83585700062E-001,+8.72237131025E-001,
12.9e6,caps hf ps1 4 0 3 0,-5.45368298450E-001,+7.20320801246E-001,+3.05350087084E-001,+1.49005871708E-001,+3.05120538170E-001,+1.49452156216E-001,-1.73284074879E-001,+8.75983302518E-001,
12.9e6,caps hf ps1 4 0 3 15,-5.46617426999E-001,+7.19888504221E-001,+3.05782843774E-001,+1.44631882322E-001,+3.05864466400E-001,+1.44307624481E-001,-1.49275472462E-001,+8.80611087097E-001,
12.9e6,caps hf ps1 4 0 3 16,-5.46709688212E-001,+7.20316371209E-001,+3.05692577217E-001,+1.42645335866E-001,+3.05672093371E-001,+1.42841464448E-001,-1.41127160795E-001,+8.82167268647E-001,
12.9e6,caps hf ps1 4 0 3 31,-5.47584658776E-001,+7.21299077836E-001,+3.06454970726E-001,+1.38517908865E-001,+3.05621062154E-001,+1.38114164397E-001,-1.17912298018E-001,+8.86996135100E-001,
12.9e6,caps hf ps1 4 0 3 32,-5.47484791359E-001,+7.20659080446E-001,+3.05569522577E-001,+1.35901144733E-001,+3.06092856575E-001,+1.36196917249E-001,-1.06575211572E-001,+8.87734342140E-001,
12.9e6,caps hf ps1 4 0 3 47,-5.48683296049E-001,+7.21158509051E-001,+3.06539767617E-001,+1.31417358775E-001,+3.06139750191E-001,+1.31782867517E-001,-8.34530853782E-002,+8.91071665685E-001,
12.9e6,caps hf ps1 4 0 3 48,-5.49270768620E-001,+7.21078108998E-001,+3.06083775424E-001,+1.30325662718E-001,+3.05635701389E-001,+1.30727547079E-001,-7.73957781870E-002,+8.92032473922E-001,
12.9e6,caps hf ps1 4 0 3 63,-5.49415141183E-001,+7.21477915349E-001,+3.06478047349E-001,+1.25917607532E-001,+3.05707186371E-001,+1.26123127785E-001,-5.53869027794E-002,+8.94837678711E-001,
12.9e6,caps hf ps1 4 0 4 0,-5.49517076919E-001,+7.20511605819E-001,+3.05808416857E-001,+1.25369213163E-001,+3.05756811687E-001,+1.25626864721E-001,-5.30275885913E-002,+8.94862810231E-001,
12.9e6,caps hf ps1 4 0 4 15,-5.50716294609E-001,+7.21195064048E-001,+3.05581421793E-001,+1.21907362919E-001,+3.05676664564E-001,+1.21839950440E-001,-3.27013860497E-002,+8.97712304073E-001,
12.9e6,caps hf ps1 4 0 4 16,-5.50987592319E-001,+7.21441023693E-001,+3.05064320626E-001,+1.20023686679E-001,+3.05533100078E-001,+1.20643233651E-001,-2.64458073328E-002,+8.98418183749E-001,
12.9e6,caps hf ps1 4 0 4 31,-5.52429679658E-001,+7.21443303861E-001,+3.05858308032E-001,+1.16608905424E-001,+3.05551508426E-001,+1.16475052543E-001,-6.70158846300E-003,+9.00119831610E-001,
12.9e6,caps hf ps1 4 0 4 32,-5.51097961493E-001,+7.21379677723E-001,+3.04896106266E-001,+1.15035031899E-001,+3.05275261417E-001,+1.14438745476E-001,+3.75985924148E-003,+9.00435007563E-001,
12.9e6,caps hf ps1 4 0 4 47,-5.52606820115E-001,+7.22375520759E-001,+3.04350284886E-001,+1.11378164967E-001,+3.05093529693E-001,+1.10650192551E-001,+2.30722072828E-002,+9.00116516791E-001,
12.9e6,caps hf ps1 4 0 4 48,-5.52860519027E-001,+7.21835102541E-001,+3.04774218645E-001,+1.09775415513E-001,+3.04566998645E-001,+1.09273127455E-001,+2.86500487791E-002,+9.00075562027E-001,
12.9e6,caps hf ps1 4 0 4 63,-5.53241313523E-001,+7.21344628651E-001,+3.03481865439E-001,+1.06416025759E-001,+3.04231926616E-001,+1.06102752298E-001,+4.65018237760E-002,+9.01005811222E-001,
12.9e6,caps hf ps1 4 0 5 0,-5.53205214881E-001,+7.21769882239E-001,+3.03554172691E-001,+1.05747608246E-001,+3.04366535485E-001,+1.05659646311E-001,+4.92689361397E-002,+9.00712588345E-001,
12.9e6,caps hf ps1 4 0 5 15,-5.54074304078E-001,+7.21879784256E-001,+3.03132857021E-001,+1.02593297806E-001,+3.03238150855E-001,+1.02427816017E-001,+6.69101410620E-002,+9.00300772043E-001,
12.9e6,caps hf ps1 4 0 5 16,-5.54636346022E-001,+7.22248383338E-001,+3.02906044609E-001,+1.02004694112E-001,+3.03110164220E-001,+1.01592138764E-001,+7.18474437162E-002,+8.99724123871E-001,
12.9e6,caps hf ps1 4 0 5 31,-5.54972760732E-001,+7.22613173319E-001,+3.02007256140E-001,+9.83750439037E-002,+3.02679400531E-001,+9.82360766176E-002,+8.92314439740E-002,+9.00098266859E-001,
12.9e6,caps hf ps1 4 0 5 32,-5.55200226899E-001,+7.22618219773E-001,+3.02300770078E-001,+9.69813293093E-002,+3.02366890367E-001,+9.65177888495E-002,+9.74671382959E-002,+8.99195127664E-001,
12.9e6,caps hf ps1 4 0 5 47,-5.55570248436E-001,+7.23058802891E-001,+3.01672046380E-001,+9.34631758835E-002,+3.01525338568E-001,+9.43355975247E-002,+1.12657002308E-001,+8.97334773310E-001,
12.9e6,caps hf ps1 4 0 5 48,-5.56019974293E-001,+7.23261068173E-001,+3.01231764174E-001,+9.27815912006E-002,+3.01681579767E-001,+9.32741651926E-002,+1.17409986650E-001,+8.97276781518E-001,
12.9e6,caps hf ps1 4 0 5 63,-5.55648577060E-001,+7.23473063943E-001,+3.00313399998E-001,+8.98161555341E-002,+3.00494519549E-001,+8.97904747964E-002,+1.33118231054E-001,+8.96028287908E-001,
12.9e6,caps hf ps1 4 0 6 0,-5.55756784428E-001,+7.24077294539E-001,+3.00653398122E-001,+8.99071324024E-002,+3.00718578974E-001,+8.97466903733E-002,+1.30971646813E-001,+8.96680565489E-001,
12.9e6,caps hf ps1 4 0 6 15,-5.56491765714E-001,+7.23375703170E-001,+2.99722061304E-001,+8.73474886995E-002,+2.99700067707E-001,+8.66859564145E-002,+1.47588155642E-001,+8.95232483380E-001,
12.9e6,caps hf ps1 4 0 6 16,-5.56913223107E-001,+7.23322039135E-001,+2.99942163948E-001,+8.69951176388E-002,+3.00071287077E-001,+8.67599994444E-002,+1.50410955556E-001,+8.94905183029E-001,
12.9e6,caps hf ps1 4 0 6 31,-5.57637735127E-001,+7.23251941250E-001,+2.99183648039E-001,+8.40001085552E-002,+2.99192779730E-001,+8.34059537763E-002,+1.64995646933E-001,+8.93077534405E-001,
12.9e6,caps hf ps1 4 0 6 32,-5.57723152951E-001,+7.23796213899E-001,+2.98906778551E-001,+8.27548174108E-002,+2.99030063048E-001,+8.24803532121E-002,+1.71409874283E-001,+8.92353566784E-001,
12.9e6,caps hf ps1 4 0 6 47,-5.57908010602E-001,+7.23684617569E-001,+2.97965343044E-001,+8.03232523492E-002,+2.97807970961E-001,+8.00924555510E-002,+1.85432572952E-001,+8.89935102393E-001,
12.9e6,caps hf ps1 4 0 6 48,-5.57984188285E-001,+7.24536590978E-001,+2.97776308063E-001,+7.93995583309E-002,+2.97566479851E-001,+7.94701239604E-002,+1.88082894261E-001,+8.88996329406E-001,
12.9e6,caps hf ps1 4 0 6 63,-5.58230885483E-001,+7.24751542478E-001,+2.96853110135E-001,+7.71585118107E-002,+2.97084229317E-001,+7.71978407933E-002,+2.00986637113E-001,+8.86454900618E-001,
12.9e6,caps hf ps1 4 15 0 0,-5.16025687879E-001,+7.38142075359E-001,+2.56362211028E-001,+2.36810332304E-001,+2.56955217724E-001,+2.37367273343E-001,-6.53915110679E-001,+5.97141624866E-001,
12.9e6,caps hf ps1 4 15 0 15,-5.17824507516E-001,+7.37172492101E-001,+2.61965635962E-001,+2.30023970977E-001,+2.62407739564E-001,+2.30802663312E-001,-6.22024866836E-001,+6.30496216457E-001,
12.9e6,caps hf ps1 4 15 0 16,-5.18890202629E-001,+7.36643969378E-001,+2.63681322936E-001,+2.28342201959E-001,+2.63413345503E-001,+2.28330377365E-001,-6.12291499365E-001,+6.39961270021E-001,
12.9e6,caps hf ps1 4 15 0 31,-5.19276540386E-001,+7.36733118007E-001,+2.68463054341E-001,+2.21176117633E-001,+2.67936438250E-001,+2.21736629649E-001,-5.80641348823E-001,+6.69685219607E-001,
12.9e6,caps hf ps1 4 15 0 32,-5.20417841881E-001,+7.35749036599E-001,+2.69763505521E-001,+2.17854010011E-001,+2.69937263838E-001,+2.17790025288E-001,-5.64152244150E-001,+6.83823979100E-001,
12.9e6,caps hf ps1 4 15 0 47,-5.21554187981E-001,+7.35977938322E-001,+2.73971022597E-001,+2.11950097140E-001,+2.73760647584E-001,+2.12413136899E-001,-5.32283867722E-001,+7.09270738801E-001,
12.9e6,caps hf ps1 4 15 0 48,-5.22528429838E-001,+7.35238244087E-001,+2.74941141699E-001,+2.09267350198E-001,+2.75306545035E-001,+2.09779828501E-001,-5.23048773058E-001,+7.16774205550E-001,
12.9e6,caps hf ps1 4 15 0 63,-5.22574266504E-001,+7.35101624045E-001,+2.78444667800E-001,+2.02920261172E-001,+2.78340652192E-001,+2.03764141751E-001,-4.91507679810E-001,+7.39733819085E-001,
12.9e6,caps hf ps1 4 15 1 0,-5.24106831368E-001,+7.34703019789E-001,+2.79055574958E-001,+2.00563388665E-001,+2.79938658334E-001,+2.00991698355E-001,-4.81888903507E-001,+7.46927961950E-001,
12.9e6,caps hf ps1 4 15 1 15,-5.24805005265E-001,+7.34694448826E-001,+2.81906762961E-001,+1.94404966525E-001,+2.82178399371E-001,+1.95304793475E-001,-4.49636779070E-001,+7.67010926175E-001,
12.9e6,caps hf ps1 4 15 1 16,-5.25273675237E-001,+7.33842436779E-001,+2.82651632634E-001,+1.92400621806E-001,+2.82993787454E-001,+1.92747333429E-001,-4.40229735173E-001,+7.73562807408E-001,
12.9e6,caps hf ps1 4 15 1 31,-5.26919556602E-001,+7.33810189731E-001,+2.85141772510E-001,+1.86620141134E-001,+2.85310848795E-001,+1.86541308069E-001,-4.09225942947E-001,+7.90777643167E-001,
12.9e6,caps hf ps1 4 15 1 32,-5.27002377725E-001,+7.33760270298E-001,+2.86565658769E-001,+1.83134419205E-001,+2.86175193465E-001,+1.83842054951E-001,-3.93512494467E-001,+7.98440405365E-001,
12.9e6,caps hf ps1 4 15 1 47,-5.28286475181E-001,+7.33677205940E-001,+2.88178633429E-001,+1.77295844018E-001,+2.87884316097E-001,+1.77506528607E-001,-3.63327668626E-001,+8.13606689955E-001,
12.9e6,caps hf ps1 4 15 1 48,-5.28309036298E-001,+7.33746208529E-001,+2.88889244945E-001,+1.75330678690E-001,+2.88767592040E-001,+1.75880186658E-001,-3.53855583726E-001,+8.18394932460E-001,
12.9e6,caps hf ps1 4 15 1 63,-5.29500935392E-001,+7.32675424702E-001,+2.90209498332E-001,+1.70112210235E-001,+2.90567501440E-001,+1.70283522137E-001,-3.24042301820E-001,+8.31177588151E-001,
12.9e6,caps hf ps1 4 15 2 0,-5.30672785126E-001,+7.33102548478E-001,+2.90565277042E-001,+1.67319788228E-001,+2.91088377341E-001,+1.67628166963E-001,-3.12253815773E-001,+8.36421065988E-001,
12.9e6,caps hf ps1 4 15 2 15,-5.31099504045E-001,+7.33683106816E-001,+2.92193234902E-001,+1.61127873826E-001,+2.92059314442E-001,+1.61683076138E-001,-2.83359397656E-001,+8.48116565505E-001,
12.9e6,caps hf ps1 4 15 2 16,-5.32299837627E-001,+7.33802360081E-001,+2.92543644086E-001,+1.59997058942E-001,+2.92987616069E-001,+1.59875733648E-001,-2.74659857369E-001,+8.51564261448E-001,
12.9e6,caps hf ps1 4 15 2 31,-5.32519589680E-001,+7.33959725267E-001,+2.93408503991E-001,+1.54371529758E-001,+2.93606733428E-001,+1.54328629774E-001,-2.46500797416E-001,+8.60509690691E-001,
12.9e6,caps hf ps1 4 15 2 32,-5.33007091555E-001,+7.34013747908E-001,+2.93353494872E-001,+1.51962301161E-001,+2.93819194585E-001,+1.52008005790E-001,-2.32418884966E-001,+8.64000862066E-001,
12.9e6,caps hf ps1 4 15 2 47,-5.33904966186E-001,+7.34478521950E-001,+2.94087840498E-001,+1.46965153791E-001,+2.94396442824E-001,+1.46969002651E-001,-2.06010887290E-001,+8.72058396715E-001,
12.9e6,caps hf ps1 4 15 2 48,-5.34753928841E-001,+7.33929628351E-001,+2.94260922193E-001,+1.45075343554E-001,+2.94348102471E-001,+1.45142509929E-001,-1.98174669533E-001,+8.74377994394E-001,
12.9e6,caps hf ps1 4 15 2 63,-5.35349112031E-001,+7.34448890269E-001,+2.95118803018E-001,+1.40508989973E-001,+2.95018958889E-001,+1.40655236320E-001,-1.72341824561E-001,+8.80565670179E-001,
12.9e6,caps hf ps1 4 15 3 0,-5.36090365200E-001,+7.33508520705E-001,+2.94843965655E-001,+1.39038155984E-001,+2.95034351950E-001,+1.38503642442E-001,-1.62998856480E-001,+8.82075006007E-001,
12.9e6,caps hf ps1 4 15 3 15,-5.36814186506E-001,+7.34536439421E-001,+2.95294037255E-001,+1.34236141805E-001,+2.95203626439E-001,+1.33935612149E-001,-1.37793203194E-001,+8.87952752572E-001,
12.9e6,caps hf ps1 4 15 3 16,-5.37087204993E-001,+7.33084445358E-001,+2.95150195659E-001,+1.32550878241E-001,+2.95790696968E-001,+1.32799141257E-001,-1.31349970349E-001,+8.89667188588E-001,
12.9e6,caps hf ps1 4 15 3 31,-5.38339380801E-001,+7.34028013460E-001,+2.95806234461E-001,+1.27873239256E-001,+2.95381012117E-001,+1.28171144634E-001,-1.07448519198E-001,+8.92843055849E-001,
12.9e6,caps hf ps1 4 15 3 32,-5.38158817472E-001,+7.34368495003E-001,+2.95403702458E-001,+1.25765467796E-001,+2.95879569878E-001,+1.25871535359E-001,-9.53283993813E-002,+8.95329221026E-001,
12.9e6,caps hf ps1 4 15 3 47,-5.38968487376E-001,+7.34252894457E-001,+2.95224708551E-001,+1.21462534019E-001,+2.95530797552E-001,+1.21734665255E-001,-7.27073600713E-002,+8.98116950138E-001,
12.9e6,caps hf ps1 4 15 3 48,-5.39632818943E-001,+7.34623610771E-001,+2.94986197002E-001,+1.20143562861E-001,+2.94707682716E-001,+1.20399725010E-001,-6.58683411042E-002,+8.98530655795E-001,
12.9e6,caps hf ps1 4 15 3 63,-5.40070528454E-001,+7.34120793028E-001,+2.94430811088E-001,+1.16322131747E-001,+2.94949254820E-001,+1.16667320006E-001,-4.49035665823E-002,+9.00650497376E-001,
12.9e6,caps hf ps1 4 15 4 0,-5.40182625279E-001,+7.35700159191E-001,+2.94701916946E-001,+1.15954383679E-001,+2.94607060071E-001,+1.15959747453E-001,-4.25652041561E-002,+9.00836433497E-001,
12.9e6,caps hf ps1 4 15 4 15,-5.40377787588E-001,+7.35309670144E-001,+2.94929147404E-001,+1.12369430577E-001,+2.94606285316E-001,+1.11413443412E-001,-2.07517966204E-002,+9.03479101948E-001,
12.9e6,caps hf ps1 4 15 4 16,-5.40609270189E-001,+7.35949911670E-001,+2.94507035235E-001,+1.10524416553E-001,+2.94758748552E-001,+1.10210466350E-001,-1.51538676103E-002,+9.02607605181E-001,
12.9e6,caps hf ps1 4 15 4 31,-5.40705661343E-001,+7.35345865448E-001,+2.94284735945E-001,+1.07380047199E-001,+2.93943918478E-001,+1.07717393679E-001,+4.49055515935E-003,+9.04036457435E-001,
12.9e6,caps hf ps1 4 15 4 32,-5.41405781790E-001,+7.35073622076E-001,+2.93868434396E-001,+1.05146145075E-001,+2.93828000137E-001,+1.05404611038E-001,+1.42539793795E-002,+9.04405071663E-001,
12.9e6,caps hf ps1 4 15 4 47,-5.42493978422E-001,+7.35273251646E-001,+2.93736505695E-001,+1.01955915490E-001,+2.93430155905E-001,+1.02122106941E-001,+3.36091716516E-002,+9.04569509584E-001,
12.9e6,caps hf ps1 4 15 4 48,-5.42081483794E-001,+7.34837492434E-001,+2.93066302843E-001,+1.00308976620E-001,+2.93612905955E-001,+1.01148205380E-001,+3.91815035779E-002,+9.04959566958E-001,
12.9e6,caps hf ps1 4 15 4 63,-5.42726295230E-001,+7.36141231364E-001,+2.92537509799E-001,+9.70259382536E-002,+2.92905254713E-001,+9.76123050679E-002,+5.79477703366E-002,+9.05122759378E-001,
12.9e6,caps hf ps1 4 15 5 0,-5.43055119721E-001,+7.35666939106E-001,+2.92850032647E-001,+9.67520409934E-002,+2.93042031448E-001,+9.70238556465E-002,+5.97359016156E-002,+9.05755364423E-001,
12.9e6,caps hf ps1 4 15 5 15,-5.43616945265E-001,+7.36429721392E-001,+2.91865773710E-001,+9.35936256236E-002,+2.92241770303E-001,+9.35987711844E-002,+7.84054547764E-002,+9.04848523284E-001,
12.9e6,caps hf ps1 4 15 5 16,-5.43783458227E-001,+7.36136710999E-001,+2.91937151294E-001,+9.23443941034E-002,+2.91816863138E-001,+9.30505372813E-002,+8.27061520582E-002,+9.04325780619E-001,
12.9e6,caps hf ps1 4 15 5 31,-5.45127250904E-001,+7.35982865743E-001,+2.90896137299E-001,+8.97339822716E-002,+2.91641892750E-001,+8.96439768190E-002,+9.96472812752E-002,+9.03090364436E-001,
12.9e6,caps hf ps1 4 15 5 32,-5.44429638096E-001,+7.36691533266E-001,+2.90811898894E-001,+8.79555340468E-002,+2.91093280373E-001,+8.85702183933E-002,+1.08178426535E-001,+9.02660944872E-001,
12.9e6,caps hf ps1 4 15 5 47,-5.45002209464E-001,+7.37233710008E-001,+2.89969652414E-001,+8.46657922368E-002,+2.90316934964E-001,+8.53121029347E-002,+1.23794261121E-001,+9.01732706887E-001,
12.9e6,caps hf ps1 4 15 5 48,-5.45542869077E-001,+7.36756457792E-001,+2.89883029412E-001,+8.51790677617E-002,+2.90027685767E-001,+8.40764843080E-002,+1.28865167139E-001,+9.01208402831E-001,
12.9e6,caps hf ps1 4 15 5 63,-5.46751313446E-001,+7.37017078158E-001,+2.89959824903E-001,+8.16148268203E-002,+2.89048449885E-001,+8.17264735176E-002,+1.43929419993E-001,+8.98612770959E-001,
12.9e6,caps hf ps1 4 15 6 0,-5.45534258397E-001,+7.36319060867E-001,+2.88862914079E-001,+8.21367461057E-002,+2.89481613509E-001,+8.21409097405E-002,+1.41583363311E-001,+8.99496872435E-001,
12.9e6,caps hf ps1 4 15 6 15,-5.46122720186E-001,+7.37303345360E-001,+2.88669636899E-001,+7.94726927770E-002,+2.88662495736E-001,+7.93446046491E-002,+1.56628040364E-001,+8.97825994270E-001,
12.9e6,caps hf ps1 4 15 6 16,-5.46481664369E-001,+7.37425383359E-001,+2.88545831580E-001,+7.83360570223E-002,+2.88483857426E-001,+7.83696332117E-002,+1.61590036240E-001,+8.97866046951E-001,
12.9e6,caps hf ps1 4 15 6 31,-5.47025545329E-001,+7.37767174635E-001,+2.87336507121E-001,+7.60524921194E-002,+2.87739040668E-001,+7.57487638395E-002,+1.75057956641E-001,+8.95422058858E-001,
12.9e6,caps hf ps1 4 15 6 32,-5.46789115528E-001,+7.37250455021E-001,+2.87149456625E-001,+7.44247554618E-002,+2.87244316969E-001,+7.47375432387E-002,+1.81749575575E-001,+8.95429651907E-001,
12.9e6,caps hf ps1 4 15 6 47,-5.47889763520E-001,+7.38883806588E-001,+2.85873333929E-001,+7.24932740589E-002,+2.86070348207E-001,+7.26408972162E-002,+1.95461855173E-001,+8.92499973809E-001,
12.9e6,caps hf ps1 4 15 6 48,-5.47296648143E-001,+7.38335117628E-001,+2.86213900722E-001,+7.19827172870E-002,+2.86492910093E-001,+7.16916156870E-002,+1.99129856871E-001,+8.91692147907E-001,
12.9e6,caps hf ps1 4 15 6 63,-5.47491913945E-001,+7.38972403253E-001,+2.84995774735E-001,+6.89612007177E-002,+2.85376825429E-001,+6.96168346076E-002,+2.12273871533E-001,+8.89328063243E-001,
12.9e6,caps hf ps1 4 16 0 0,-5.16442226612E-001,+7.38066758467E-001,+2.56813445371E-001,+2.37193343889E-001,+2.56844152278E-001,+2.36931651787E-001,-6.54065665902E-001,+5.97002676112E-001,
12.9e6,caps hf ps1 4 16 0 15,-5.19064536029E-001,+7.36518279252E-001,+2.61492316265E-001,+2.30582032944E-001,+2.62235927843E-001,+2.30404881661E-001,-6.22282241489E-001,+6.30450968876E-001,
12.9e6,caps hf ps1 4 16 0 16,-5.18395992457E-001,+7.36557347065E-001,+2.63225621580E-001,+2.27756154212E-001,+2.63718487157E-001,+2.28495763814E-001,-6.13153198758E-001,+6.39267830406E-001,
12.9e6,caps hf ps1 4 16 0 31,-5.19580014527E-001,+7.36127239445E-001,+2.67751571782E-001,+2.21560987866E-001,+2.68265962240E-001,+2.22013198862E-001,-5.80607688407E-001,+6.69719404556E-001,
12.9e6,caps hf ps1 4 16 0 32,-5.20010036833E-001,+7.35465369850E-001,+2.70377175745E-001,+2.18278527549E-001,+2.70153271390E-001,+2.18746204586E-001,-5.65815987231E-001,+6.83728469687E-001,
12.9e6,caps hf ps1 4 16 0 47,-5.21803246380E-001,+7.35182333543E-001,+2.74031714725E-001,+2.11692371707E-001,+2.74941323165E-001,+2.11379029089E-001,-5.32023235894E-001,+7.10282655895E-001,
12.9e6,caps hf ps1 4 16 0 48,-5.22205763310E-001,+7.34885833735E-001,+2.75195539621E-001,+2.09587211301E-001,+2.75263989472E-001,+2.09812261005E-001,-5.23169375403E-001,+7.16955649964E-001,
12.9e6,caps hf ps1 4 16 0 63,-5.23068102521E-001,+7.35170914333E-001,+2.78129360060E-001,+2.02538004606E-001,+2.78304505683E-001,+2.03476955297E-001,-4.90601073804E-001,+7.39448800328E-001,
12.9e6,caps hf ps1 4 16 1 0,-5.23630645825E-001,+7.34370658495E-001,+2.79175611524E-001,+2.00657911978E-001,+2.79925948060E-001,+2.01216276206E-001,-4.81046966239E-001,+7.46952700478E-001,
12.9e6,caps hf ps1 4 16 1 15,-5.25306579660E-001,+7.34527196555E-001,+2.82032754880E-001,+1.94921702732E-001,+2.82441338546E-001,+1.95288209970E-001,-4.50617395031E-001,+7.67310610962E-001,
12.9e6,caps hf ps1 4 16 1 16,-5.25969644548E-001,+7.34221052189E-001,+2.82777608355E-001,+1.92770492443E-001,+2.82926406911E-001,+1.93106112042E-001,-4.40220365513E-001,+7.73058725799E-001,
12.9e6,caps hf ps1 4 16 1 31,-5.26923778584E-001,+7.34665860425E-001,+2.85068347946E-001,+1.86579393436E-001,+2.85491135583E-001,+1.87203246310E-001,-4.10047742429E-001,+7.90849572333E-001,
12.9e6,caps hf ps1 4 16 1 32,-5.27352784441E-001,+7.34061522928E-001,+2.86495139377E-001,+1.82968859264E-001,+2.87058678943E-001,+1.83289019679E-001,-3.93466472497E-001,+7.99255349668E-001,
12.9e6,caps hf ps1 4 16 1 47,-5.28589781435E-001,+7.32825324622E-001,+2.87951369839E-001,+1.77334867149E-001,+2.88536036917E-001,+1.77896827425E-001,-3.62910054719E-001,+8.13956084210E-001,
12.9e6,caps hf ps1 4 16 1 48,-5.29284032713E-001,+7.34338071526E-001,+2.88839839824E-001,+1.75559579024E-001,+2.89010699640E-001,+1.75293285137E-001,-3.53776727971E-001,+8.18096883523E-001,
12.9e6,caps hf ps1 4 16 1 63,-5.30581880909E-001,+7.33311673380E-001,+2.90873393419E-001,+1.70034901057E-001,+2.91078494625E-001,+1.70566162913E-001,-3.24834307836E-001,+8.31272870621E-001,
12.9e6,caps hf ps1 4 16 2 0,-5.30201003705E-001,+7.33681202067E-001,+2.90723461395E-001,+1.67310433494E-001,+2.91143756445E-001,+1.67595267750E-001,-3.11905115233E-001,+8.37014394698E-001,
12.9e6,caps hf ps1 4 16 2 15,-5.31014604769E-001,+7.33737387544E-001,+2.92449397725E-001,+1.61164845653E-001,+2.92269642285E-001,+1.62009545332E-001,-2.83548835814E-001,+8.47628315517E-001,
12.9e6,caps hf ps1 4 16 2 16,-5.32177272377E-001,+7.33397940242E-001,+2.92401437653E-001,+1.60116509093E-001,+2.92387417002E-001,+1.60373790783E-001,-2.74926283315E-001,+8.50824884300E-001,
12.9e6,caps hf ps1 4 16 2 31,-5.33056943927E-001,+7.33949383421E-001,+2.93328209981E-001,+1.54782089621E-001,+2.93779895632E-001,+1.54519673325E-001,-2.46935953743E-001,+8.60349994281E-001,
12.9e6,caps hf ps1 4 16 2 32,-5.33765089833E-001,+7.33982900735E-001,+2.93717739051E-001,+1.51732269618E-001,+2.93604314695E-001,+1.52383300299E-001,-2.33162815898E-001,+8.64531217495E-001,
12.9e6,caps hf ps1 4 16 2 47,-5.34746052848E-001,+7.34015092909E-001,+2.94607353988E-001,+1.46823412603E-001,+2.94398502978E-001,+1.46961986108E-001,-2.06152132223E-001,+8.72425625328E-001,
12.9e6,caps hf ps1 4 16 2 48,-5.34679307550E-001,+7.33859117690E-001,+2.94356860866E-001,+1.45353202905E-001,+2.94815422391E-001,+1.46110035224E-001,-1.99538589626E-001,+8.75214930595E-001,
12.9e6,caps hf ps1 4 16 2 63,-5.35746324458E-001,+7.34235877441E-001,+2.94584283451E-001,+1.40348727753E-001,+2.95366211738E-001,+1.40263131453E-001,-1.71962631298E-001,+8.80379522467E-001,
12.9e6,caps hf ps1 4 16 3 0,-5.36204747967E-001,+7.34616065904E-001,+2.94791681021E-001,+1.38250532245E-001,+2.95183919618E-001,+1.38723389959E-001,-1.62979456942E-001,+8.83106425420E-001,
12.9e6,caps hf ps1 4 16 3 15,-5.36729678537E-001,+7.33559754339E-001,+2.95031117540E-001,+1.34249524186E-001,+2.95553220152E-001,+1.33547550460E-001,-1.37103628055E-001,+8.88125228150E-001,
12.9e6,caps hf ps1 4 16 3 16,-5.36922500561E-001,+7.34492782624E-001,+2.95484457395E-001,+1.32615487185E-001,+2.95132682889E-001,+1.32687640499E-001,-1.30808817130E-001,+8.90141877834E-001,
12.9e6,caps hf ps1 4 16 3 31,-5.37953897618E-001,+7.33987033763E-001,+2.95496933062E-001,+1.27805260340E-001,+2.95580567086E-001,+1.27761344029E-001,-1.07328841119E-001,+8.93563136144E-001,
12.9e6,caps hf ps1 4 16 3 32,-5.38015622614E-001,+7.34627762866E-001,+2.95551477152E-001,+1.25716310586E-001,+2.95627436032E-001,+1.26346484201E-001,-9.60575028619E-002,+8.95318105645E-001,
12.9e6,caps hf ps1 4 16 3 47,-5.39058045961E-001,+7.34952220711E-001,+2.95178162451E-001,+1.21321570229E-001,+2.95495746170E-001,+1.21580961408E-001,-7.27710104914E-002,+8.97814412178E-001,
12.9e6,caps hf ps1 4 16 3 48,-5.38527365258E-001,+7.34252473975E-001,+2.94998313866E-001,+1.19953446342E-001,+2.95306769492E-001,+1.20473776053E-001,-6.55210506226E-002,+8.98683977901E-001,
